TransactionTime;Amount;Description;TransactionId
2024-06-03 08:08:36;9672.06;Supermarket;TXN000455
2024-08-04 10:31:48;3663.73;Supermarket;TXN000456
2024-06-02 05:42:05;149.03;Bookstore;TXN000457
2024-02-17 23:55:49;4552.86;Streaming Service;TXN000458
2024-10-17 21:17:38;6726.01;Hardware Store;TXN000459
2024-05-27 23:24:54;8225.13;Rent Payment;TXN000460
2024-02-12 01:51:31;6750.94;Cell Phone Contract;TXN000461
2024-01-10 17:14:47;6198.65;Bookstore;TXN000462
2024-05-07 09:14:24;9152.49;Petrol Station;TXN000463
2024-09-08 12:33:27;641.48;Department Store;TXN000464
2024-06-29 07:17:13;9093.87;Clothing Store;TXN000465
2024-09-09 03:21:00;4088.47;Electricity Bill;TXN000466
2024-01-18 14:39:46;9462.21;Clothing Store;TXN000467
2024-07-10 07:35:39;1169.93;Petrol Station;TXN000468
2024-12-10 13:51:22;5379.55;Medical Aid;TXN000469
2024-06-25 04:15:58;3716.03;Bakery;TXN000470
2024-09-27 11:42:04;9459.34;School Fees;TXN000471
2024-08-16 02:24:31;7424.53;Electricity Bill;TXN000472
2024-12-09 20:39:16;4154.28;Salary Deposit;TXN000473
2024-11-19 18:34:57;4898.09;School Fees;TXN000474
2024-12-30 16:36:32;9514.75;Online Purchase;TXN000475
2024-09-25 01:52:55;3711.22;Internet Bill;TXN000476
2024-06-21 16:51:56;9505.10;Bank Charges;TXN000477
2024-05-20 20:28:44;1002.45;Streaming Service;TXN000478
2024-05-22 15:48:35;5448.67;Gym Membership;TXN000479
2024-05-19 07:04:57;614.83;Pharmacy;TXN000480
2024-03-14 17:08:38;9681.42;Bank Charges;TXN000481
2024-11-16 02:01:03;4552.17;Streaming Service;TXN000482
2024-03-23 08:58:10;6419.99;Garden Centre;TXN000483
2024-01-09 07:03:57;515.23;Insurance Premium;TXN000484
2024-04-04 14:13:35;9887.33;Supermarket;TXN000485
2024-08-07 06:14:53;2059.80;Department Store;TXN000486
2024-10-24 03:47:01;5545.98;Hardware Store;TXN000487
2024-03-24 20:48:44;8131.59;Petrol Station;TXN000488
2024-05-07 14:23:49;7745.17;Supermarket;TXN000489
2024-12-15 17:33:27;5963.26;Pharmacy;TXN000490
2024-11-29 08:55:29;9839.46;Electricity Bill;TXN000491
2024-07-28 19:10:22;2513.78;Water Bill;TXN000492
2024-02-12 16:35:16;6613.30;Grocery Store;TXN000493
2024-02-21 04:29:42;158.44;Supermarket;TXN000494
2024-11-02 04:42:52;2386.70;Insurance Premium;TXN000495
2024-01-07 03:05:25;1750.55;Online Purchase;TXN000496
2024-02-19 05:28:30;7419.02;Coffee Shop;TXN000497
2024-02-14 03:17:17;7458.45;Cell Phone Contract;TXN000498
2024-06-23 02:13:40;7781.61;Coffee Shop;TXN000499
2024-08-18 13:22:06;1099.34;Coffee Shop;TXN000500
2024-03-27 00:59:36;9453.76;Online Purchase;TXN000501
2024-10-09 10:23:45;7833.65;Bank Charges;TXN000502
2024-09-12 21:25:18;5218.78;Internet Bill;TXN000503
2024-09-06 20:22:11;9639.66;Online Purchase;TXN000504
2024-07-05 00:26:05;8473.67;School Fees;TXN000505
2024-09-23 10:53:31;1088.43;Fast Food;TXN000506
2024-12-19 07:01:34;4440.74;ATM Withdrawal;TXN000507
2024-05-05 02:17:59;6086.28;ATM Withdrawal;TXN000508
2024-02-19 00:11:27;2757.13;Gym Membership;TXN000509
2024-08-15 07:59:39;5487.53;Insurance Premium;TXN000510
2024-05-27 22:17:10;9945.34;Coffee Shop;TXN000511
2024-04-24 12:38:46;4542.16;Garden Centre;TXN000512
2024-06-16 01:44:54;1000.69;Fast Food;TXN000513
2024-02-14 10:24:59;8528.55;Gym Membership;TXN000514
2024-12-06 20:48:53;7691.17;Bakery;TXN000515
2024-12-02 02:58:23;2157.87;Internet Bill;TXN000516
2024-12-10 21:36:29;2292.42;Insurance Premium;TXN000517
2024-11-17 08:06:22;4540.00;School Fees;TXN000518
2024-10-10 08:28:53;959.81;School Fees;TXN000519
2024-05-01 08:55:50;6653.76;Rent Payment;TXN000520
2024-02-29 06:41:52;6870.66;Cell Phone Contract;TXN000521
2024-01-27 01:43:40;921.24;ATM Withdrawal;TXN000522
2024-02-06 04:58:03;4324.01;Bakery;TXN000523
2024-10-13 22:04:40;3732.37;Electricity Bill;TXN000524
2024-08-04 01:45:04;609.15;Bookstore;TXN000525
2024-08-06 03:16:06;3302.83;Salary Deposit;TXN000526
2024-06-08 13:00:50;3542.09;Streaming Service;TXN000527
2024-10-18 09:09:21;4234.72;Bakery;TXN000528
2024-01-20 23:30:43;9683.33;Garden Centre;TXN000529
2024-05-01 08:14:05;3522.59;Hardware Store;TXN000530
2024-07-16 01:25:39;2135.05;Streaming Service;TXN000531
2024-07-06 06:19:51;2249.98;Salary Deposit;TXN000532
2024-05-15 23:17:56;8454.44;Rent Payment;TXN000533
2024-02-14 14:48:31;7627.67;Hardware Store;TXN000534
2024-03-28 19:57:19;8073.33;Bank Charges;TXN000535
2024-08-05 20:34:45;9744.75;Department Store;TXN000536
2024-08-29 10:53:09;6138.98;Gym Membership;TXN000537
2024-08-04 05:11:26;272.25;Streaming Service;TXN000538
2024-11-18 03:08:05;6937.08;Grocery Store;TXN000539
2024-03-11 01:35:58;2739.70;Butcher;TXN000540
2024-04-29 23:56:45;9215.24;Rent Payment;TXN000541
2024-01-03 08:54:36;1822.06;Electricity Bill;TXN000542
2024-08-07 22:29:42;6576.22;ATM Withdrawal;TXN000543
2024-02-25 02:22:03;7411.54;Grocery Store;TXN000544
2024-02-05 15:14:36;7462.91;Restaurant;TXN000545
2024-05-26 02:23:09;4203.71;Insurance Premium;TXN000546
2024-03-02 03:09:38;3706.46;Bakery;TXN000547
2024-05-05 23:28:03;7769.81;Hardware Store;TXN000548
2024-08-19 13:12:30;858.64;Online Purchase;TXN000549
2024-03-01 10:06:35;1582.37;Garden Centre;TXN000550
2024-01-20 07:49:12;6742.27;Pharmacy;TXN000551
2024-06-21 02:06:44;6622.11;Cell Phone Contract;TXN000552
2024-08-23 18:21:30;4425.58;Pharmacy;TXN000553
2024-03-24 17:14:54;7551.13;Salary Deposit;TXN000554
2024-05-14 01:14:39;4304.41;Clothing Store;TXN000555
2024-09-20 09:26:56;6787.40;Cell Phone Contract;TXN000556
2024-07-23 15:22:54;6673.99;Online Purchase;TXN000557
2024-03-26 15:22:50;3958.29;Garden Centre;TXN000558
2024-01-22 06:36:17;86.79;Clothing Store;TXN000559
2024-03-23 00:50:36;7675.05;Butcher;TXN000560
2024-04-09 05:36:51;2901.29;Salary Deposit;TXN000561
2024-01-04 00:02:52;4978.38;School Fees;TXN000562
2024-03-09 05:35:39;1300.44;Bookstore;TXN000563
2024-09-30 06:41:29;2308.58;Bookstore;TXN000564
2024-11-19 15:25:26;6683.13;Rent Payment;TXN000565
2024-01-28 23:47:32;3976.34;Bakery;TXN000566
2024-01-17 10:17:08;4367.40;Internet Bill;TXN000567
2024-12-23 17:51:22;787.77;Insurance Premium;TXN000568
2024-08-11 14:27:51;4298.12;Medical Aid;TXN000569
2024-10-02 13:00:34;6404.38;Clothing Store;TXN000570
2024-02-14 17:29:37;4055.87;Insurance Premium;TXN000571
2024-03-07 17:58:26;8014.41;Garden Centre;TXN000572
2024-06-27 16:24:50;8321.11;Rent Payment;TXN000573
2024-02-04 05:25:48;4372.31;Salary Deposit;TXN000574
2024-04-04 11:52:26;4361.97;Medical Aid;TXN000575
2024-07-22 11:41:05;795.61;Bank Charges;TXN000576
2024-04-30 11:58:06;7459.84;Petrol Station;TXN000577
2024-05-09 08:25:28;7792.61;ATM Withdrawal;TXN000578
2024-07-17 06:02:56;6335.28;Coffee Shop;TXN000579
2024-07-17 01:05:51;1946.90;Butcher;TXN000580
2024-05-15 16:24:48;3517.14;Department Store;TXN000581
2024-09-07 15:57:52;8151.40;Petrol Station;TXN000582
2024-02-09 22:12:27;1472.83;Restaurant;TXN000583
2024-03-08 09:07:41;6027.36;Butcher;TXN000584
2024-10-21 19:48:46;6557.88;Water Bill;TXN000585
2024-10-27 03:27:58;6282.58;Internet Bill;TXN000586
2024-10-19 23:56:41;5641.15;Hardware Store;TXN000587
2024-06-23 08:06:00;6813.84;Hardware Store;TXN000588
2024-09-06 17:07:05;6355.99;Garden Centre;TXN000589
2024-05-05 12:31:08;8642.96;Gym Membership;TXN000590
2024-05-02 18:37:41;1517.91;ATM Withdrawal;TXN000591
2024-07-01 02:39:40;4427.22;Clothing Store;TXN000592
2024-11-05 06:19:50;2753.72;Online Purchase;TXN000593
2024-05-16 16:20:21;5077.79;Clothing Store;TXN000594
2024-06-28 07:45:06;4524.17;Online Purchase;TXN000595
2024-05-23 04:53:00;8317.82;ATM Withdrawal;TXN000596
2024-09-07 08:43:37;8642.99;Bank Charges;TXN000597
2024-02-05 01:37:27;6153.32;Coffee Shop;TXN000598
2024-05-29 07:38:11;4632.03;Bookstore;TXN000599
2024-11-03 12:16:36;7391.08;Online Purchase;TXN000600
2024/06/15;9090.50;Hardware Store;TXN000601
2024-09-10 03:33:55;1890.32;Garden Centre;TXN000602
2024-07-03 17:11:01;5018.16;Online Purchase;TXN000603
2024-06-23 23:10:47;1043.88;Department Store;TXN000604
2024-05-13 09:04:19;9823.05;ATM Withdrawal;TXN000605
2024-07-14 22:44:15;6464.16;Online Purchase;TXN000606
2024-04-06 05:08:19;7078.43;Internet Bill;TXN000607
2024-07-22 12:40:22;5231.73;Water Bill;TXN000608
2024-05-21 07:46:29;3734.42;Clothing Store;TXN000609
2024-05-30 10:59:02;4093.20;Insurance Premium;TXN000610
2024-09-20 15:47:07;5982.28;Supermarket;TXN000611
2024-09-02 00:17:20;6475.93;ATM Withdrawal;TXN000612
2024-05-08 00:56:26;954.02;Streaming Service;TXN000613
2024-05-30 03:02:22;2848.34;Bakery;TXN000614
2024-11-26 17:10:22;6568.42;Garden Centre;TXN000615
2024-12-05 03:33:23;1512.08;ATM Withdrawal;TXN000616
2024-08-14 07:31:33;6638.82;Rent Payment;TXN000617
2024-04-30 11:34:09;9676.32;Fast Food;TXN000618
2024-09-14 03:32:49;3925.27;Garden Centre;TXN000619
2024-10-02 06:48:42;9379.70;Clothing Store;TXN000620
2024-08-05 01:31:52;3772.65;Supermarket;TXN000621
2024-05-07 13:37:24;8132.90;Streaming Service;TXN000622
2024-09-29 22:51:30;8290.47;Bakery;TXN000623
2024-09-23 04:31:32;9124.44;ATM Withdrawal;TXN000624
2024-09-07 21:23:15;6707.19;Coffee Shop;TXN000625
2024-05-20 12:28:56;192.10;Clothing Store;TXN000626
2024-03-11 00:10:19;9511.23;Insurance Premium;TXN000627
2024-10-24 13:05:36;4867.36;Petrol Station;TXN000628
2024-02-23 10:12:07;1557.75;Clothing Store;TXN000629
2024-11-23 22:38:34;7882.53;Coffee Shop;TXN000630
2024-10-26 09:04:23;5401.77;Bakery;TXN000631
2024-12-09 04:30:53;5269.52;Streaming Service;TXN000632
2024-05-10 18:52:17;8764.29;Garden Centre;TXN000633
2024-02-20 21:27:56;5975.89;Electricity Bill;TXN000634
2024-03-04 00:15:13;1816.47;Fast Food;TXN000635
2024-10-26 11:09:09;6250.53;Water Bill;TXN000636
2024-10-07 01:54:45;4381.92;School Fees;TXN000637
2024-05-21 11:30:59;6766.19;Petrol Station;TXN000638
2024-06-21 12:13:55;6109.24;Butcher;TXN000639
2024-10-17 16:51:57;7839.38;Petrol Station;TXN000640
2024-07-26 09:20:40;2399.05;Supermarket;TXN000641
2024-10-31 14:51:37;4695.00;Department Store;TXN000642
2024-03-16 08:21:42;3684.36;Hardware Store;TXN000643
2024-06-20 02:39:55;4621.72;Clothing Store;TXN000644
2024-10-29 04:38:30;3824.52;Coffee Shop;TXN000645
2024-06-11 14:12:06;9662.05;Department Store;TXN000646
2024-03-18 13:19:03;8013.78;Electricity Bill;TXN000647
2024-12-05 00:58:03;2507.28;Gym Membership;TXN000648
2024-07-05 15:25:46;8741.55;Bookstore;TXN000649
2024-12-28 20:14:49;1034.77;Bank Charges;TXN000650
2024-07-19 08:37:26;8512.30;Clothing Store;TXN000651
2024-02-02 13:46:22;7632.77;Pharmacy;TXN000652
2024-06-23 11:57:31;9053.10;Electricity Bill;TXN000653
2024-11-18 17:55:00;4379.91;Petrol Station;TXN000654
2024-11-13 04:13:33;4516.32;Rent Payment;TXN000655
2024-12-27 08:37:37;276.41;Online Purchase;TXN000656
2024-06-02 23:13:07;5024.55;Petrol Station;TXN000657
2024-05-29 23:19:44;9944.31;Rent Payment;TXN000658
2024-03-28 04:51:10;291.57;Salary Deposit;TXN000659
2024-11-21 21:41:23;7149.18;Insurance Premium;TXN000660
2024-11-03 08:12:07;1468.89;Online Purchase;TXN000661
2024-04-21 09:54:35;9173.87;Cell Phone Contract;TXN000662
2024-09-27 07:51:40;8311.96;Butcher;TXN000663
2024-10-01 00:04:25;4695.94;Garden Centre;TXN000664
2024-01-03 00:56:40;9058.61;Grocery Store;TXN000665
2024-04-09 09:23:02;2164.18;Electricity Bill;TXN000666
2024-08-01 03:13:34;9401.92;Garden Centre;TXN000667
2024-07-23 23:11:13;4237.89;Butcher;TXN000668
2024-04-21 21:18:04;2383.79;Salary Deposit;TXN000669
2024-01-19 13:03:25;2391.77;Gym Membership;TXN000670
2024-11-04 07:40:33;6231.25;ATM Withdrawal;TXN000671
2024-02-13 01:16:13;8367.67;Cell Phone Contract;TXN000672
2024-08-19 18:00:39;5364.64;Gym Membership;TXN000673
2024-07-19 03:38:59;5754.15;Fast Food;TXN000674
2024-02-25 18:13:59;2919.52;Grocery Store;TXN000675
2024-08-26 18:26:26;3534.28;Hardware Store;TXN000676
2024-06-10 18:41:29;1881.08;Streaming Service;TXN000677
2024-02-03 05:58:47;5239.09;Rent Payment;TXN000678
2024-01-27 06:49:01;9533.55;Bookstore;TXN000679
2024-07-16 00:38:12;7865.47;Coffee Shop;TXN000680
2024-08-03 05:04:14;213.12;Bank Charges;TXN000681
2024-07-01 13:58:35;444.87;Medical Aid;TXN000682
2024-05-24 23:25:49;2543.71;Grocery Store;TXN000683
2024-05-18 16:21:22;7886.53;Rent Payment;TXN000684
2024-04-03 15:27:23;7331.35;Gym Membership;TXN000685
2024-02-10 06:13:02;7716.53;Bakery;TXN000686
2024-10-20 20:45:31;3331.53;Online Purchase;TXN000687
2024-05-16 19:39:54;5464.13;Department Store;TXN000688
2024-09-06 15:17:21;1758.97;Butcher;TXN000689
2024-09-22 21:42:14;4651.12;Fast Food;TXN000690
2024-07-04 20:14:01;6320.41;Supermarket;TXN000691
2024-02-22 08:55:01;640.31;Butcher;TXN000692
2024-06-26 17:52:58;379.43;Restaurant;TXN000693
2024-01-18 00:18:14;7912.39;Online Purchase;TXN000694
2024-05-02 13:33:58;9333.44;Coffee Shop;TXN000695
2024-06-03 15:43:01;9890.35;Bookstore;TXN000696
2024-07-02 20:24:20;2540.35;Butcher;TXN000697
2024-09-08 05:32:58;1918.93;Rent Payment;TXN000698
2024-11-30 19:42:48;7809.83;Bank Charges;TXN000699
2024-09-11 15:51:33;3325.60;Salary Deposit;TXN000700
2024-11-06 10:24:40;3686.14;Medical Aid;TXN000701
2024-10-15 16:07:47;4402.53;Medical Aid;TXN000702
2024-05-11 16:03:01;9736.52;Cell Phone Contract;TXN000703
2024-09-25 18:32:45;4979.76;Supermarket;TXN000704
2024-07-20 16:00:06;2674.27;ATM Withdrawal;TXN000705
2024-10-09 08:53:20;4250.33;School Fees;TXN000706
2024-08-21 23:16:18;9950.04;Water Bill;TXN000707
2024-07-30 20:11:23;2944.43;Salary Deposit;TXN000708
2024-02-01 02:17:46;3285.59;Clothing Store;TXN000709
2024-04-29 00:44:54;4464.25;Fast Food;TXN000710
2024-06-14 11:41:22;1674.61;Internet Bill;TXN000711
2024-05-16 12:39:19;4476.38;Bakery;TXN000712
2024-12-03 21:20:03;9116.04;Garden Centre;TXN000713
2024-06-17 21:56:21;2752.53;Supermarket;TXN000714
2024-01-23 06:36:57;759.59;Gym Membership;TXN000715
2024-06-06 18:09:13;3639.11;Supermarket;TXN000716
2024-10-18 05:33:20;6796.63;Grocery Store;TXN000717
2024-02-25 10:48:03;8487.36;Streaming Service;TXN000718
2024-10-30 10:21:19;4386.91;Electricity Bill;TXN000719
2024-01-27 02:39:37;2367.36;Gym Membership;TXN000720
2024-05-22 06:25:43;3627.52;Hardware Store;TXN000721
2024-01-13 13:51:11;6054.29;Streaming Service;TXN000722
2024-06-23 17:34:56;9487.80;Rent Payment;TXN000723
2024-06-21 09:48:50;7632.45;Hardware Store;TXN000724
2024-02-23 11:24:41;5298.77;Medical Aid;TXN000725
2024-05-02 02:17:04;6498.46;Petrol Station;TXN000726
2024-02-14 01:25:03;268.85;Water Bill;TXN000727
2024-07-12 19:25:36;5181.76;Bookstore;TXN000728
2024-02-15 17:36:43;2624.89;Pharmacy;TXN000729
2024-09-30 10:06:28;4467.82;Garden Centre;TXN000730
2024-04-20 21:46:09;6942.17;Cell Phone Contract;TXN000731
2024-03-18 17:47:50;1235.03;Bank Charges;TXN000732
2024-01-29 18:12:54;4525.45;Fast Food;TXN000733
2024-06-21 20:44:13;9971.65;Supermarket;TXN000734
2024-09-21 20:02:28;9674.97;Insurance Premium;TXN000735
2024-09-16 08:43:04;3480.43;ATM Withdrawal;TXN000736
2024-08-01 14:20:41;5425.75;Clothing Store;TXN000737
2024-11-26 15:16:10;1583.32;Fast Food;TXN000738
2024-12-26 03:17:25;7004.49;Water Bill;TXN000739
2024-11-04 05:47:11;3620.95;Petrol Station;TXN000740
2024-02-17 03:10:48;9850.49;Supermarket;TXN000741
2024-02-23 22:25:34;2374.76;Cell Phone Contract;TXN000742
2024-01-11 04:59:05;3615.00;Hardware Store;TXN000743
2024-05-23 06:30:04;4678.92;Bookstore;TXN000744
2024-02-20 09:33:19;6122.75;ATM Withdrawal;TXN000745
2024-01-26 12:49:00;3099.50;Fast Food;TXN000746
2024-10-06 04:21:03;4791.39;School Fees;TXN000747
2024-10-25 17:07:59;4099.83;Hardware Store;TXN000748
2024-01-29 15:24:23;1261.89;Insurance Premium;TXN000749
2024-09-06 11:01:46;750.83;Internet Bill;TXN000100
2024-09-21 03:04:30;5177.91;Electricity Bill;TXN000751
2024-12-06 23:10:54;8291.42;Bookstore;TXN000752
2024-09-05 11:18:41;5881.39;Butcher;TXN000753
2024-02-20 02:40:27;4331.42;Bank Charges;TXN000754
2024-01-22 12:29:06;8314.76;Coffee Shop;TXN000755
2024-02-29 10:12:27;3047.90;Water Bill;TXN000756
2024-05-05 07:24:58;9347.10;Petrol Station;TXN000757
2024-05-14 09:10:07;9474.41;Coffee Shop;TXN000758
2024-12-13 13:18:50;2847.36;ATM Withdrawal;TXN000759
2024-04-07 07:48:38;1970.86;Bookstore;TXN000760
2024-04-16 14:04:08;1260.33;Clothing Store;TXN000761
2024-08-26 14:53:11;5338.91;Coffee Shop;TXN000762
2024-09-05 22:26:09;1694.50;Hardware Store;TXN000763
2024-02-29 21:11:41;1720.12;Garden Centre;TXN000764
2024-10-06 20:47:03;9020.09;Insurance Premium;TXN000765
2024-11-23 04:56:55;9239.13;Online Purchase;TXN000766
2024-11-16 11:45:34;8638.31;ATM Withdrawal;TXN000767
2024-01-18 15:44:04;9485.03;Butcher;TXN000768
2024-08-11 23:53:51;2653.65;Restaurant;TXN000769
2024-10-24 20:34:33;5725.08;Garden Centre;TXN000770
2024-09-05 03:49:46;312.53;Gym Membership;TXN000771
2024-07-30 21:09:02;2903.53;Clothing Store;TXN000772
2024-07-06 13:22:19;2456.09;Supermarket;TXN000773
2024-09-23 00:34:38;4066.46;Internet Bill;TXN000774
2024-01-29 08:09:28;6888.56;Water Bill;TXN000775
2024-06-19 17:25:12;4161.65;Internet Bill;TXN000776
2024-03-20 05:37:56;3408.18;Electricity Bill;TXN000777
2024-05-01 09:28:48;8615.37;Insurance Premium;TXN000778
2024-10-12 03:14:15;9879.37;Rent Payment;TXN000779
2024-06-03 20:18:29;1316.22;Rent Payment;TXN000780
2024-07-18 23:57:45;5620.33;Insurance Premium;TXN000781
2024-04-03 21:09:36;4669.59;Pharmacy;TXN000782
2024-06-23 14:32:18;2486.46;Salary Deposit;TXN000783
2024-01-20 15:40:31;2908.93;Medical Aid;TXN000784
2024-12-01 14:35:27;6157.01;Petrol Station;TXN000785
2024-12-02 01:15:01;9023.18;Department Store;TXN000786
2024-05-07 03:55:22;9337.24;Bakery;TXN000787
2024-05-01 10:42:51;1906.25;Water Bill;TXN000788
2024-07-12 12:10:17;9958.74;Internet Bill;TXN000789
2024-07-12 16:46:38;8791.09;Cell Phone Contract;TXN000790
2024-01-10 00:01:07;909.50;Medical Aid;TXN000791
2024-07-15 07:05:01;4577.28;Petrol Station;TXN000792
2024-03-24 13:17:28;5837.02;Online Purchase;TXN000793
2024-01-20 15:04:14;2820.47;Garden Centre;TXN000794
2024-12-08 15:59:59;8429.23;Streaming Service;TXN000795
2024-07-01 18:11:14;2864.34;Grocery Store;TXN000796
2024-11-25 00:13:07;1083.79;Electricity Bill;TXN000797
2024-12-08 17:05:00;2651.82;Rent Payment;TXN000798
2024-10-23 15:39:39;4038.10;Online Purchase;TXN000799
2024-06-04 13:41:28;521.01;Bookstore;TXN000800
2024-03-16 14:19:08;3631.25;Clothing Store;TXN000801
2024-01-29 13:21:56;3869.24;Internet Bill;TXN000802
2024-10-23 20:45:45;5502.52;Department Store;TXN000803
2024-08-30 01:01:57;6806.50;Salary Deposit;TXN000804
2024-02-19 23:13:46;9750.10;Medical Aid;TXN000805
2024-05-24 22:27:38;7950.23;Insurance Premium;TXN000806
2024-08-04 15:22:10;9389.16;Butcher;TXN000807
2024-02-26 00:40:09;1998.39;Coffee Shop;TXN000808
2024-06-04 21:11:55;5005.28;Online Purchase;TXN000809
2024-01-16 02:42:16;1378.86;Insurance Premium;TXN000810
2024-11-08 05:30:17;4742.23;Internet Bill;TXN000811
2024-02-27 20:13:39;6065.94;Coffee Shop;TXN000812
2024-02-24 06:51:11;3286.05;Garden Centre;TXN000813
2024-05-03 16:54:54;1633.23;Garden Centre;TXN000814
2024-10-14 02:57:21;8426.75;Hardware Store;TXN000815
2024-05-10 15:13:40;5077.57;Coffee Shop;TXN000816
2024-07-25 17:46:00;4903.08;Hardware Store;TXN000817
2024-04-26 10:15:02;4753.70;Grocery Store;TXN000818
2024-05-23 01:20:37;3318.75;Salary Deposit;TXN000819
2024-06-10 18:26:12;5840.60;Supermarket;TXN000820
2024-12-15 01:06:59;7255.26;Fast Food;TXN000821
2024-09-01 09:07:58;276.18;Cell Phone Contract;TXN000822
2024-04-13 02:55:22;9670.07;Supermarket;TXN000823
2024-10-28 10:21:15;5788.38;Petrol Station;TXN000824
2024-10-07 03:56:11;522.99;Cell Phone Contract;TXN000825
2024-03-07 05:17:15;5246.56;Bakery;TXN000826
2024-08-28 16:21:22;7747.54;Medical Aid;TXN000827
2024-02-27 09:22:09;8217.57;Petrol Station;TXN000828
2024-01-13 06:15:30;5729.40;Fast Food;TXN000829
2024-02-12 16:18:01;1915.74;Internet Bill;TXN000830
2024-05-01 19:49:33;4193.20;School Fees;TXN000831
2024-09-25 03:55:44;2046.67;Coffee Shop;TXN000832
2024-10-27 23:15:55;6118.05;Cell Phone Contract;TXN000833
2024-12-04 23:15:02;8484.44;Bakery;TXN000834
2024-01-25 04:30:13;7059.99;Coffee Shop;TXN000835
2024-03-21 12:33:53;5612.70;Streaming Service;TXN000836
2024-07-04 18:44:26;5258.99;Insurance Premium;TXN000837
2024-03-08 06:10:37;4601.58;Bookstore;TXN000838
2024-05-12 22:43:08;5466.72;Streaming Service;TXN000839
2024-10-26 19:27:58;8677.00;Streaming Service;TXN000840
2024-09-06 20:04:31;8037.69;Pharmacy;TXN000841
2024-08-24 22:19:33;4846.48;Petrol Station;TXN000842
2024-04-18 08:31:41;5584.73;Petrol Station;TXN000843
2024-04-25 13:58:07;7713.26;Fast Food;TXN000844
2024-03-21 11:58:08;6904.81;Cell Phone Contract;TXN000845
2024-05-03 03:02:02;4802.76;Bookstore;TXN000846
2024-12-28 14:43:05;9344.57;Bakery;TXN000847
2024-04-16 04:48:32;2884.73;Hardware Store;TXN000848
2024-09-19 18:34:35;5435.93;Medical Aid;TXN000849
2024-11-13 19:49:50;3457.55;Butcher;TXN000850
2024-11-08 11:33:47;1473.15;Online Purchase;TXN000851
2024-04-21 16:54:32;9552.63;ATM Withdrawal;TXN000852
2024-05-14 12:20:30;9239.93;Gym Membership;TXN000853
2024-04-09 14:13:51;7475.16;Restaurant;TXN000854
2024-03-19 11:24:37;8280.41;Pharmacy;TXN000855
2024-12-28 08:24:48;5624.00;Pharmacy;TXN000856
2024-02-23 07:28:36;1101.06;Bakery;TXN000857
2024-08-15 21:39:24;2400.19;Online Purchase;TXN000858
2024-09-17 03:18:18;9051.88;Petrol Station;TXN000859
2024-09-04 18:04:27;2335.80;Salary Deposit;TXN000860
2024-06-09 12:14:52;3309.30;Cell Phone Contract;TXN000861
2024-02-09 01:08:47;6814.43;Electricity Bill;TXN000862
2024-01-03 00:17:40;9644.58;Water Bill;TXN000863
2024-06-07 00:39:08;6531.75;Cell Phone Contract;TXN000864
2024-07-04 10:08:33;6508.23;Butcher;TXN000865
2024-04-21 13:19:04;3218.14;Gym Membership;TXN000866
2024-01-23 23:26:06;9079.38;ATM Withdrawal;TXN000867
2024-09-10 07:51:53;5745.02;Bookstore;TXN000868
2024-10-13 21:03:26;7233.22;Online Purchase;TXN000869
2024-12-20 15:55:04;9214.57;School Fees;TXN000870
2024-12-08 15:07:08;8376.84;Online Purchase;TXN000871
2024-11-20 17:58:43;3975.58;Cell Phone Contract;TXN000872
2024-03-13 08:33:00;9365.78;Bank Charges;TXN000873
2024-12-25 15:18:56;2901.49;Online Purchase;TXN000874
2024-01-04 14:22:34;2990.64;Garden Centre;TXN000875
2024-02-11 16:06:53;9284.34;Insurance Premium;TXN000876
2024-04-20 12:18:24;4548.49;Gym Membership;TXN000877
2024-07-29 23:55:39;5247.42;Electricity Bill;TXN000878
2024-11-26 12:27:06;5046.58;Pharmacy;TXN000879
2024-03-15 21:07:56;8089.24;Insurance Premium;TXN000880
2024-03-04 02:33:22;7313.15;Gym Membership;TXN000881
2024-04-09 21:52:56;7188.08;Grocery Store;TXN000882
2024-10-13 01:46:35;3377.41;Clothing Store;TXN000883
2024-08-08 12:06:16;6746.59;Restaurant;TXN000884
2024-03-09 03:43:52;6112.82;Gym Membership;TXN000885
2024-12-14 09:02:40;4060.44;School Fees;TXN000886
2024-07-19 02:45:49;3285.66;Medical Aid;TXN000887
2024-09-16 21:55:00;R850.00;Electricity Bill;TXN000888
2024-07-04 10:11:41;3242.46;Petrol Station;TXN000889
2024-01-03 15:39:40;2614.98;Petrol Station;TXN000890
2024-06-22 11:52:36;7539.28;Insurance Premium;TXN000891
2024-04-27 06:20:21;5828.20;Hardware Store;TXN000892
2024-01-05 10:35:19;2622.65;Rent Payment;TXN000893
2024-09-26 01:04:16;2370.43;Streaming Service;TXN000894
2024-02-15 21:56:07;4658.83;Water Bill;TXN000895
2024-06-06 10:45:24;6863.19;Fast Food;TXN000896
2024-10-25 23:26:19;3116.36;Salary Deposit;TXN000897
2024-09-05 01:13:15;9161.23;Clothing Store;TXN000898
2024-05-22 17:45:26;6149.49;Petrol Station;TXN000899
2024-02-21 20:57:04;4786.56;Internet Bill;TXN000900
2024-10-17 09:23:37;9887.50;Rent Payment;TXN000901
2024-06-10 11:57:43;7021.69;Cell Phone Contract;TXN000902
2024-10-21 03:01:06;5379.26;Streaming Service;TXN000903
2024-11-16 15:10:56;2191.71;Petrol Station;TXN000904
2024-09-21 05:14:46;7549.09;Bank Charges;TXN000905
